2 100
(0.42836176377944424, 0.7207437682849419)
(0.07794198857632173, 0.07859001787876463)
(0.22012492013181206, 0.041250964231181464)
(0.24620536404708793, 0.7012432050162567)
(0.07213180624384674, 0.6864510841806347)
(0.8319986188616003, 0.46445698622728715)
(0.5055390024780652, 0.45848425133731785)
(0.4674914997908557, 0.18709940599026653)
(0.3124729028049822, 0.18962090227738837)
(0.36368862408142555, 0.942950878285145)
(0.19871088843062934, 0.5708643148997925)
(0.21369000216338752, 0.12900195899845768)
(0.4746910951929386, 0.6167709022760096)
(0.02314719152954081, 0.3744961072805354)
(0.8673904277790302, 0.4585527453061715)
(0.002646081656607735, 0.6945627186550031)
(0.12925019149662487, 0.42045175280720504)
(0.9921447447538014, 0.30176675245215456)
(0.6890037209554265, 0.4860871199075685)
(0.5417623695666423, 0.3874538708224189)
(0.9518183033693561, 0.7492926428844163)
(0.13847608785680254, 0.523682865898248)
(0.030151051220686842, 0.9478016791667795)
(0.5384215357275176, 0.9847314284976617)
(0.5590974967983271, 0.7359917702102771)
(0.7071155371603556, 0.11743774426961107)
(0.42169887476140533, 0.24003473878932569)
(0.6689113031988831, 0.9365012093384812)
(0.3711305926323215, 0.4748025187995265)
(0.9321017167464039, 0.6807920784073751)
(0.5063402808439839, 0.7797737274778396)
(0.15135483350217582, 0.5826583990883913)
(0.5236724823816868, 0.8770428780606145)
(0.12048704172140978, 0.40264417199264857)
(0.7560487709015827, 0.12243391262441283)
(0.11891921151235607, 0.8956887257090888)
(0.5324900783539891, 0.9695925713366172)
(0.8495917072918453, 0.8182190405640742)
(0.7685893440347724, 0.0021375060849079253)
(0.3208651899740369, 0.5455182041447303)
(0.549525079105771, 0.6149945549955783)
(0.7195554716773714, 0.7944212829986381)
(0.3009088976737404, 0.0702835092330707)
(0.4480828899660919, 0.16818125133169048)
(0.7384772140226094, 0.9541243736561031)
(0.1836539670742372, 0.0018968488754905755)
(0.9010410836105827, 0.8958887624295016)
(0.9991180779513797, 0.03839446818098169)
(0.011571052420101813, 0.17946117837135822)
(0.4771925622896782, 0.3239330049188843)
(0.217740809643986, 0.11741460554180683)
(0.556635489273877, 0.44723433992552597)
(0.024908129251242417, 0.07155434459259802)
(0.10358557262235801, 0.9676521299425197)
(0.7657805242489661, 0.5596501123133908)
(0.332496656839094, 0.7297738444079332)
(0.2527075451313264, 0.48680950617082586)
(0.6505782271020558, 0.3657652775504092)
(0.2651597256032351, 0.44022432405262557)
(0.21570322380978935, 0.9897320848922698)
(0.19270496533459858, 0.2119024032820256)
(0.4702790838363058, 0.005051456816736466)
(0.8313339344744403, 0.21018368930713438)
(0.9674478338846048, 0.8743869923219731)
(0.6666148402361147, 0.40578938019950983)
(0.29731883226883127, 0.18202432134375812)
(0.8277574891314025, 0.5851278888241582)
(0.7085377596361608, 0.7763214165918583)
(0.847948185206246, 0.6513120973127761)
(0.41646095784265513, 0.45882578649343875)
(0.5400267880669526, 0.6985051546542301)
(0.5363982723354991, 0.009570499512857045)
(0.0032460439034243116, 0.9223602318736552)
(0.431846855347794, 0.22182523628104445)
(0.3222230190092693, 0.21243799015116716)
(0.7161351096537631, 0.7503912214043003)
(0.2205010585395487, 0.9838459396086572)
(0.051441087919837036, 0.5076868091959644)
(0.6721944146798716, 0.0944745260406451)
(0.371439549143218, 0.8130033714261332)
(0.19049570328592325, 0.6671428696882151)
(0.9769771955138672, 0.5584321803752118)
(0.6765309912041307, 0.6899350298329111)
(0.6617942648503347, 0.24406565572376193)
(0.20953935889898234, 0.47344078601064243)
(0.8226279740826048, 0.29180609396660007)
(0.9753747630738551, 0.5010627864109187)
(0.46167482415986205, 0.8452139245516574)
(0.781773499231887, 0.5543099572226013)
(0.8527881036793583, 0.25887562181823653)
(0.9327598667388407, 0.845768288084545)
(0.31915590433184693, 0.3645864318823846)
(0.7983249370333055, 0.7500577732372027)
(0.6871766590978037, 0.5063721557077688)
(0.010059481657971325, 0.7514024951656889)
(0.19932460530163887, 0.8123627438793236)
(0.3823925172776942, 0.45146238696795316)
(0.8015652696811838, 0.7521730064105732)
(0.31418966992189123, 0.785448262720763)
(0.2087757345044633, 0.22418886676781502)
(0.8483150041491448, 0.025140650308715817)
(0.10463126634182707, 0.6503012162156967)
(0.8216821566897897, 0.8924232129320411)
(0.575115374858394, 0.4396405669245582)
(0.8277515189691486, 0.5288562997511612)
(0.9130664914559619, 0.14311566052415903)
(0.752756539167495, 0.6534042286943228)
(0.4981098666117647, 0.8526310353545398)
(0.14839072581227053, 0.978151021293862)
(0.8313081958384847, 0.7407131928221713)
(0.7496474641176071, 0.3530333644177349)
(0.26808323557342073, 0.9474745315854187)
(0.03047034436272411, 0.28754227674280464)
(0.110259926264756, 0.6825757143161523)
(0.07321415099802031, 0.24576406437447273)
(0.39301041098773615, 0.718648403201453)
(0.9818625969245652, 0.7026319968920635)
(0.07498744887400477, 0.9949586486143996)
(0.5241877767939974, 0.8024083867728836)
(0.5893349986168536, 0.17500073779648528)
(0.12984438666790066, 0.8102087762661531)
(0.14588735506900075, 0.2410529589410585)
(0.30335023001606676, 0.5681534629643051)
(0.513675379508678, 0.003280539276590888)
(0.5040964012538012, 0.3364746390655904)
(0.5448845705802967, 0.7522715309892279)
(0.0366954218070884, 0.7148940762379795)
(0.6514160366962042, 0.7202523969315807)
(0.8289227294975041, 0.9066389419934694)
(0.400287518302308, 0.4832252312898998)
(0.9802097906522219, 0.21790217465960504)
(0.0017584699471272502, 0.6670982767421525)
(0.7271377049995268, 0.014434721789986393)
(0.20863109954027903, 0.48401695294567715)
(0.7874281037955494, 0.6482905641495802)
(0.5608667059320426, 0.38804925279095304)
(0.5384811453384402, 0.3781103353857257)
(0.939759445287806, 0.4000190302294051)
(0.5718007609170446, 0.21501277062158697)
(0.674443350976316, 0.6463198697914271)
(0.5128346275413278, 0.6392972358409661)
(0.20635074285693566, 0.44752924219562673)
(0.24973451133575475, 0.4901885422632244)
(0.4945013981884383, 0.40316381574658955)
(0.738871934248105, 0.5975854243679276)
(0.7867518151573134, 0.26877044113067516)
(0.555228038716418, 0.1999623219867902)
(0.7252238109860834, 0.22013827516976647)
(0.17508198915495576, 0.20134108995811673)
(0.24858781164462307, 0.13444579410324242)
(0.8930882199936295, 0.6523715387139849)
(0.31115327918020297, 0.5455657887649212)
(0.8251360356794563, 0.6712769055224371)
(0.16197695983518212, 0.44238537962309576)
(0.9390991665340027, 0.644617485600746)
(0.2671468339313807, 0.5003890613820794)
(0.9542024221495429, 0.45751178205061416)
(0.5280123634083498, 0.6291915066744542)
(0.6642943723667941, 0.5394185858784646)
(0.44668009093158356, 0.8364213634790059)
(0.5932832137545567, 0.7231400981702404)
(0.8724756498594693, 0.47731740102874276)
(0.35066999130795473, 0.35733213067139336)
(0.4467646892118655, 0.9908164819304562)
(0.7237564697375778, 0.4472241698164081)
(0.2514772697376916, 0.06259655643219053)
(0.8107273308652183, 0.04453599000656261)
(0.209063627758172, 0.21501587517469245)
(0.0590490842551471, 0.5436248671983019)
(0.9891674736913569, 0.7538787857407774)
(0.06597450688865292, 0.438435269193607)
(0.6043522807015974, 0.3534281901578623)
(0.18022516505941732, 0.43931689739980084)
(0.09089770031764322, 0.44470945645926074)
(0.6885333166832095, 0.1474336587983378)
(0.11509671268457367, 0.9016969895377424)
(0.17103415026250401, 0.7856907949529223)
(0.022246264791453862, 0.5765050382082895)
(0.9023192284103707, 0.6662848718690942)
(0.22915221309814116, 0.09613663593264721)
(0.9669976151696418, 0.5553099157098096)
(0.3477875536728655, 0.11649350861861807)
(0.6635705480341615, 0.9360030483866899)
(0.556519240761319, 0.4283654210275384)
(0.5203299054196414, 0.7704785696518823)
(0.20923840407152683, 0.6107917719745928)
(0.45952373583765604, 0.9656382910956034)
(0.4233573219802198, 0.784651582530944)
(0.7158853694059599, 0.3265205060642501)
(0.2776894663091156, 0.2629723416694719)
(0.947511099533929, 0.23251169602319388)
(0.9161163853057768, 0.03512591773957907)
(0.569915345805567, 0.4689133097602697)
(0.41866820698944585, 0.6037660171996485)
(0.08402808158667852, 0.23615747844866897)
(0.08873979589706549, 0.7342880522388427)
(0.4508058428210283, 0.02207262581283742)
(0.2971276875757892, 0.6675671553013344)
(0.3155393438575218, 0.0038021561184461428)
(0.6281777784580201, 0.6897477815823513)
(0.3068319882135666, 0.7434336655834536)
(0.5762848694354036, 0.8569859893182699)
(0.5939593460384945, 0.9461929658444095)
(0.23680100906093904, 0.8250948793716596)
(0.06429843957777559, 0.9650236869958205)
(0.3079372349077638, 0.5906151224132803)
(0.6675955018213044, 0.43001779912273475)
(0.8051926803127856, 0.11074825611907169)
(0.7079424723648855, 0.2103847133510216)
(0.23771693949031525, 0.9950076026428261)
(0.8198548181215065, 0.13830090649696325)
(0.5271671062391627, 0.8383304297502108)
(0.9571911403826128, 0.5859602566918513)
(0.7851516360219567, 0.28115873471443675)
(0.7626720725242997, 0.48619350356103663)
(0.5075984906821224, 0.9359939568760114)
(0.23624771628742747, 0.7041025251818314)
(0.12878769414221014, 0.5315469541979989)
(0.046103393772892076, 0.044715568062762445)
(0.05060213122694446, 0.43966230907757453)
(0.22548551158278318, 0.6074172690206445)
(0.4658242815138267, 0.6687904189616266)
(0.35624190557193025, 0.1333753804436515)
(0.4602965184770569, 0.19901824122427902)
(0.6009654939150844, 0.9381721687596861)
(0.7586506482456185, 0.8656632093335105)
(0.9307658029956555, 0.5249145620163441)
(0.41599885415769877, 0.6193570983046136)
(0.7516802564326784, 0.7449134507220385)
(0.6049545610587059, 0.7984616396652291)
(0.31123903479090664, 0.9771625908434909)
(0.6766328610383803, 0.7680249923748843)
